URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://fhirfli.dev/fhir/ig/cicada/ValueSet/VaccineCodesCvxMvx,0.1.0,draft,,VaccineCodesCvxMvx,,"",,"FHIR"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/data-integrity-vs,0.1.0,draft,,DataIntegrityVS,Cicada Data Integrity Value Set,"Reasons a dose was reported rather than evaluated.",,"Internal"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/dose-status-reason,0.1.0,draft,,DoseStatusReasonVS,Dose Status Reason Value Set,"Value set for dose evaluation status reasons, referencing the published ImmDS IG StatusReason CodeSystem.",,"hl7.fhir.us.immds"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/eval-reason,0.1.0,draft,,EvalReasonVS,Evaluation Reason,"The reason for the evaluation.",,"Internal"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/eval-status,0.1.0,draft,,EvalStatusVS,Evaluation Status Value Set,"Combined value set for dose evaluation status, including HL7 THO standard codes (valid, notvalid) and the Cicada extension code (extraneous).",,"Internal,THO"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/forecast-reason-vs,0.1.0,draft,,CicadaForecastReasonVS,Cicada Forecast Reason Value Set,"Forecast reasons the engine can report.",,"Internal"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/forecast-status,0.1.0,draft,,ForecastStatusVS,Forecast Status Value Set,"Combined value set for immunization forecast status, referencing published standard CodeSystems. Includes ImmDS IG ForecastStatus (CDSi-compatible), HL7 THO immunization-recommendation-status, and LOINC answer list LL940-8.",,"hl7.fhir.us.immds,LOINC,THO"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/immunization-procedures-cpt,0.1.0,active,,ImmunizationProceduresCpt,Immunization-Relevant Procedures (CPT),"CPT codes for procedures relevant to immunization decision support, including splenectomy and cochlear implant.",,"Other"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/interval-reason,0.1.0,draft,,IntervalReasonVS,Interval Reason,"This value set includes codes for the reason an interval is considered to be invalid.",,"Internal"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/preferred-allowed-reason,0.1.0,draft,,PreferredAllowedReasonVS,Reasons why certain doses are Preferred or Allowed doses,"Reasons why certain doses are Preferred or Allowed doses",,"Internal"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/procedures,0.1.0,draft,,ImmunizationProceduresSnomed,Procedures,"Comprehensive Value Set for medical procedures based on SNOMED CT codes.",,"SCT"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/series-type-vs,0.1.0,draft,,SeriesTypeVS,Series Type Value Set,"Series types a forecast can be scoped to. In practice a forecast carries standard or risk: CDSi Table 8-14 excludes Evaluation Only series from best patient series.",,"Internal"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/target-dose-status-vs,0.1.0,draft,,TargetDoseStatusVS,Target Dose Status Value Set,"CDSi target dose statuses.",,"Internal"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/vaccine-condition-codes-icd10,0.1.0,active,,VaccineConditionCodesIcd10,Vaccine Condition Codes (ICD-10-CM),"Value set for conditions based on ICD-10-CM that may impact immunization decisions, mapped to CDSi observation codes.",,"FHIR"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/vaccine-condition-codes-snomed,0.1.0,draft,,VaccineConditionCodesSnomed,Vaccine Condition Codes,"Value set for conditions based on SNOMED CT, that may impact immunization.",,"SCT"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/vaccine-gender,0.1.0,draft,,VaccineGenderVS,Vaccine Gender,"Value set for gender categories relevant to vaccination data.",,"Internal"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/vaccine-lab-evidence-of-immunity-loinc,0.1.0,active,,VaccineLabEvidenceOfImmunityLoinc,Lab Evidence of Immunity (LOINC),"LOINC codes for laboratory tests that provide evidence of immunity, mapped to CDSi observation codes for immunization decision support.",,"LOINC"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/vaccine-medication-codes-rxnorm,0.1.0,active,,VaccineMedicationCodesRxnorm,Immunization-Relevant Medications (RxNorm),"RxNorm codes for medications relevant to immunization decision support, including antivirals and aspirin.",,"RxNorm"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/vaccine-medication-codes-snomed,0.1.0,draft,,VaccineMedicationCodesSnomed,Medications,"Value set for medications and substances based on SNOMED CT, including both active ingredients and marketed products.",,"SCT"
http://fhirfli.dev/fhir/ig/cicada/ValueSet/valid-age-reason,0.1.0,draft,,ValidAgeReasonVS,Valid Age Reason,"Value set for reasons why a patient's age is considered valid/invalid for a vaccine.",,"Internal"
